level 5
#{{l|ja|貼る}}, {{l|ja|はる}} -to stick
#{{l|ja|晴れ}}, {{l|ja|はれ}} -clear weather
#{{l|ja|晴れる}}, {{l|ja|はれる}} -to be sunny
#{{l|ja|半}}, {{l|ja|はん}} -half
#{{l|ja|晩}}, {{l|ja|ばん}} -evening
#{{l|ja|パン}} -bread
#{{l|ja|ハンカチ}} -handkerchief
#{{l|ja|番号}}, {{l|ja|ばんごう}} -number
#{{l|ja|晩御飯}}, {{l|ja|ばんごはん}} -evening meal
#{{l|ja|半分}}, {{l|ja|はんぶん}} -half minute
#{{l|ja|東}}, {{l|ja|ひがし}} -east
#{{l|ja|引く}}, {{l|ja|ひく}} -to pull
#{{l|ja|弾く}}, {{l|ja|ひく}} -to play an instrument with strings, including piano
#{{l|ja|低い}}, {{l|ja|ひくい}} -short,low
#{{l|ja|飛行機}}, {{l|ja|ひこうき}} -aeroplane
#{{l|ja|左}}, {{l|ja|ひだり}} -left hand side
#{{l|ja|人}}, {{l|ja|ひと}} -person
#{{l|ja|一つ}}, {{l|ja|ひとつ}} -one
#{{l|ja|一月}}, {{l|ja|ひとつき}} -one month
#{{l|ja|一人}}, {{l|ja|ひとり}} -one person
#{{l|ja|暇}}, {{l|ja|ひま}} -free time
#{{l|ja|百}}, {{l|ja|ひゃく}} -hundred
#{{l|ja|病院}}, {{l|ja|びょういん}} -hospital
#{{l|ja|病気}}, {{l|ja|びょうき}} -illness
#{{l|ja|昼}}, {{l|ja|ひる}} -noon, daytime
#{{l|ja|昼御飯}}, {{l|ja|ひるごはん}} -midday meal
#{{l|ja|広い}}, {{l|ja|ひろい}} -spacious,wide
#{{l|ja|フィルム}} -roll of film
#{{l|ja|封筒}}, {{l|ja|ふうとう}} -envelope
#{{l|ja|プール}} -swimming pool
#{{l|ja|フォーク}} -fork
#{{l|ja|吹く}}, {{l|ja|ふく}} -to blow
#{{l|ja|服}}, {{l|ja|ふく}} -clothes
#{{l|ja|二つ}}, {{l|ja|ふたつ}} -two
#{{l|ja|豚肉}}, {{l|ja|ぶたにく}} -pork
#{{l|ja|二人}}, {{l|ja|ふたり}} -two people
#{{l|ja|二日}}, {{l|ja|ふつか}} -two days, second day of the month
#{{l|ja|太い}}, {{l|ja|ふとい}} -fat
#{{l|ja|冬}}, {{l|ja|ふゆ}} -winter
#{{l|ja|降る}}, {{l|ja|ふる}} -to fall, e.g. rain or snow
#{{l|ja|古い}}, {{l|ja|ふるい}} -old (not used for people)
#{{l|ja|ふろ}} -bath
#{{l|ja|文章}}, {{l|ja|ぶんしょう}} -sentence,text
#{{l|ja|ページ}} -page
#{{l|ja|下手}}, {{l|ja|へた}} -unskillful
#{{l|ja|ベッド}} -bed
#{{l|ja|ペット}} -pet
#{{l|ja|部屋}}, {{l|ja|へや}} -room
#{{l|ja|辺}}, {{l|ja|へん}} -area
#{{l|ja|ペン}} -pen
#{{l|ja|勉強}}, {{l|ja|べんきょう}} -to study
#{{l|ja|便利}}, {{l|ja|べんり}} -useful, convenient
#{{l|ja|帽子}}, {{l|ja|ぼうし}} -hat
#{{l|ja|ボールペン}} -ball-point pen
#{{l|ja|ほか}} -other, the rest
#{{l|ja|ポケット}} -pocket
#{{l|ja|欲しい}}, {{l|ja|ほしい}} -want
#{{l|ja|ポスト}} -post
#{{l|ja|細い}}, {{l|ja|ほそい}} -thin
#{{l|ja|ボタン}} -button
#{{l|ja|ホテル}} -hotel
#{{l|ja|本}}, {{l|ja|ほん}} -book
#{{l|ja|本棚}}, {{l|ja|ほんだな}} -bookshelves
#{{l|ja|ほんとう}} -truth
#{{l|ja|毎朝}}, {{l|ja|まいあさ}} -every morning
#{{l|ja|毎月}}, {{l|ja|まいげつ}} -every month
#{{l|ja|毎月}}, {{l|ja|まいつき}} -every month
#{{l|ja|毎週}}, {{l|ja|まいしゅう}} -every week
#{{l|ja|毎日}}, {{l|ja|まいにち}} -every day
#{{l|ja|毎年}}, {{l|ja|まいねん}} -every year
#{{l|ja|毎年}}, {{l|ja|まいとし}} -every year
#{{l|ja|毎晩}}, {{l|ja|まいばん}} -every night
#{{l|ja|前}}, {{l|ja|まえ}} -before
#{{l|ja|曲る}}, {{l|ja|まがる}} -to turn,to bend
#{{l|ja|まずい}} -unpleasant
#{{l|ja|また}} -again,and
#{{l|ja|まだ}} -yet,still
#{{l|ja|町}}, {{l|ja|まち}} -town,city
#{{l|ja|待つ}}, {{l|ja|まつ}} -to wait
#{{l|ja|まっすぐ}} -straight ahead,direct
#{{l|ja|マッチ}} -match
#{{l|ja|窓}}, {{l|ja|まど}} -window
#{{l|ja|丸い}}, {{l|ja|まるい}} -round,circular
#{{l|ja|円い}}, {{l|ja|まるい}} -round,circular
#{{l|ja|万}}, {{l|ja|まん}} -ten thousand
#{{l|ja|万年筆}}, {{l|ja|まんねんひつ}} -fountain pen
#{{l|ja|磨く}}, {{l|ja|みがく}} -to brush teeth, to polish
#{{l|ja|右}}, {{l|ja|みぎ}} -right side
#{{l|ja|短い}}, {{l|ja|みじかい}} -short
#{{l|ja|水}}, {{l|ja|みず}} -water
#{{l|ja|店}}, {{l|ja|みせ}} -shop
#{{l|ja|見せる}}, {{l|ja|みせる}} -to show
#{{l|ja|道}}, {{l|ja|みち}} -street
#{{l|ja|三日}}, {{l|ja|みっか}} -three days, third day of the month
#{{l|ja|三つ}}, {{l|ja|みっつ}} -three
#{{l|ja|緑}}, {{l|ja|みどり}} -green
#{{l|ja|皆さん}}, {{l|ja|みなさん}} -everyone
#{{l|ja|南}}, {{l|ja|みなみ}} -south
#{{l|ja|耳}}, {{l|ja|みみ}} -ear
#{{l|ja|見る}}, {{l|ja|みる}} -to see, to watch
#{{l|ja|観る}}, {{l|ja|みる}} -to see, to watch
#{{l|ja|みんな}} -everyone
#{{l|ja|六日}}, {{l|ja|むいか}} -six days, sixth day of the month
#{{l|ja|向こう}}, {{l|ja|むこう}} -over there
#{{l|ja|難しい}}, {{l|ja|むずかしい}} -difficult
#{{l|ja|六つ}}, {{l|ja|むっつ}} -six
#{{l|ja|村}}, {{l|ja|むら}} -village
#{{l|ja|目}}, {{l|ja|め}} -eye
#{{l|ja|メートル}} -metre
#{{l|ja|眼鏡}}, {{l|ja|めがね}} -glasses
#{{l|ja|もう}} -already
#{{l|ja|もう一度}}, {{l|ja|もういちど}} -again
#{{l|ja|木曜日}}, {{l|ja|もくようび}} -Thursday
#{{l|ja|持つ}}, {{l|ja|もつ}} -to hold
#{{l|ja|もっと}} -more
#{{l|ja|物}}, {{l|ja|もの}} -thing
#{{l|ja|門}}, {{l|ja|もん}} -gate
#{{l|ja|問題}}, {{l|ja|もんだい}} -problem
#{{l|ja|八百屋}}, {{l|ja|やおや}} -greengrocer
#{{l|ja|野菜}}, {{l|ja|やさい}} -vegetable
#{{l|ja|易しい}}, {{l|ja|やさしい}} -easy, simple
#{{l|ja|安い}}, {{l|ja|やすい}} -cheap
#{{l|ja|休み}}, {{l|ja|やすみ}} -rest,holiday
#{{l|ja|休む}}, {{l|ja|やすむ}} -to rest
#{{l|ja|八つ}}, {{l|ja|やっつ}} -eight
#{{l|ja|山}}, {{l|ja|やま}} -mountain
#{{l|ja|やる}} -to do
#{{l|ja|夕方}}, {{l|ja|ゆうがた}} -evening
#{{l|ja|夕飯}}, {{l|ja|ゆうはん}} -dinner
#{{l|ja|郵便局}}, {{l|ja|ゆうびんきょく}} -post office
#{{l|ja|昨夜}}, {{l|ja|ゆうべ}} -last night
#{{l|ja|有名}}, {{l|ja|ゆうめい}} -famous
#{{l|ja|雪}}, {{l|ja|ゆき}} -snow
#{{l|ja|行く}}, {{l|ja|ゆく}} -to go
#{{l|ja|ゆっくり}}と -slowly
#{{l|ja|八日}}, {{l|ja|ようか}} -eight days, eighth day of the month
#{{l|ja|洋服}}, {{l|ja|ようふく}} -western-style clothes
#{{l|ja|よく}} -often, well
#{{l|ja|横}}, {{l|ja|よこ}} -beside,side,width
#{{l|ja|四日}}, {{l|ja|よっか}} -four days, fouth day of the month
#{{l|ja|四つ}}, {{l|ja|よっつ}} -four
#{{l|ja|呼ぶ}}, {{l|ja|よぶ}} -to call out,to invite
#{{l|ja|読む}}, {{l|ja|よむ}} -to read
#{{l|ja|夜}}, {{l|ja|よる}} -evening,night
#{{l|ja|弱い}}, {{l|ja|よわい}} -weak
#{{l|ja|来月}}, {{l|ja|らいげつ}} -next month
#{{l|ja|来週}}, {{l|ja|らいしゅう}} -next week
#{{l|ja|来年}}, {{l|ja|らいねん}} -next year
#{{l|ja|ラジオ}} -radio
#{{l|ja|ラジカセ}} -radio cassette player
#{{l|ja|ラジオカセット}} -radio cassette player
#{{l|ja|りっぱ}} -splendid
#{{l|ja|留学生}}, {{l|ja|りゅうがくせい}} -overseas student
#{{l|ja|両親}}, {{l|ja|りょうしん}} -both parents
#{{l|ja|料理}}, {{l|ja|りょうり}} -cuisine
#{{l|ja|旅行}}, {{l|ja|りょこう}} -travel
#{{l|ja|零}}, {{l|ja|れい}} -zero
#{{l|ja|冷蔵庫}}, {{l|ja|れいぞうこ}} -refrigerator
#{{l|ja|レコード}} -record
#{{l|ja|レストラン}} -restaurant
#{{l|ja|練習}}, {{l|ja|れんしゅう}} -to practice
#{{l|ja|廊下}}, {{l|ja|ろうか}} -corridor
#{{l|ja|六}}, {{l|ja|ろく}} -six
#{{l|ja|ワイシャツ}} -business shirt
#{{l|ja|若い}}, {{l|ja|わかい}} -young
#{{l|ja|分かる}}, {{l|ja|わかる}} -to be understood
#{{l|ja|忘れる}}, {{l|ja|わすれる}} -to forget
#{{l|ja|私}}, {{l|ja|わたくし}} -(humble) I,myself
#{{l|ja|私}}, {{l|ja|わたし}} -I,myself
#{{l|ja|渡す}}, {{l|ja|わたす}} -to hand over
#{{l|ja|渡る}}, {{l|ja|わたる}} -to go across
#{{l|ja|悪い}}, {{l|ja|わるい}} -bad
level 4
#{{l|ja|あ}} -Ah
#{{l|ja|ああ}} -like that
#{{l|ja|間}}, {{l|ja|あいだ}} -a space
#{{l|ja|合う}}, {{l|ja|あう}} -to match
#{{l|ja|あかちゃん}} -baby
#{{l|ja|上る}}, {{l|ja|あがる}} -to rise
#{{l|ja|赤ん坊}}, {{l|ja|あかんぼう}} -baby
#{{l|ja|空く}}, {{l|ja|あく}} -to open, to become empty
#{{l|ja|あげる}} -to give
#{{l|ja|浅い}}, {{l|ja|あさい}} -shallow, superficial
#{{l|ja|味}}, {{l|ja|あじ}} -flavour
#{{l|ja|明日}}, {{l|ja|あす}} -tomorrow
#{{l|ja|明日}}, {{l|ja|あした}} -tomorrow
#{{l|ja|遊び}}, {{l|ja|あそび}} -play
#{{l|ja|集る}}, {{l|ja|あつまる}} -to gather
#{{l|ja|集める}}, {{l|ja|あつめる}} -to collect something
#{{l|ja|謝る}}, {{l|ja|あやまる}} -to apologize
#{{l|ja|安心}}, {{l|ja|あんしん}} -relief
#{{l|ja|安全}}, {{l|ja|あんぜん}} -safety
#{{l|ja|あんな}} -such
#{{l|ja|以下}}, {{l|ja|いか}} -less than
#{{l|ja|以外}}, {{l|ja|いがい}} -with the exception of
#{{l|ja|医学}}, {{l|ja|いがく}} -medical science
#{{l|ja|生きる}}, {{l|ja|いきる}} -to live
#{{l|ja|意見}}, {{l|ja|いけん}} -opinion
#{{l|ja|石}}, {{l|ja|いし}} -stone
#{{l|ja|いじめる}} -to tease
#{{l|ja|以上}}, {{l|ja|いじょう}} -more than, this is all
#{{l|ja|急ぐ}}, {{l|ja|いそぐ}} -to hurry
#{{l|ja|致す}}, {{l|ja|いたす}} -(humble) to do
#{{l|ja|一度}}, {{l|ja|いちど}} -once
#{{l|ja|一生懸命}}, {{l|ja|いっしょうけんめい}} -with utmost effort
#{{l|ja|いっぱい}} -full
#{{l|ja|糸}}, {{l|ja|いと}} -thread
#{{l|ja|以内}}, {{l|ja|いない}} -within
#{{l|ja|田舎}}, {{l|ja|いなか}} -countryside
#{{l|ja|祈る}}, {{l|ja|いのる}} -to pray
#{{l|ja|いらっしゃる}} -(respectful) to be, to come or to go
#{{l|ja|植える}}, {{l|ja|うえる}} -to plant, to grow
#{{l|ja|受付}}, {{l|ja|うけつけ}} -receipt
#{{l|ja|受ける}}, {{l|ja|うける}} -to take a lesson or test
#{{l|ja|動く}}, {{l|ja|うごく}} -to move
#{{l|ja|うち}} -within
#{{l|ja|打つ}}, {{l|ja|うつ}} -to hit
#{{l|ja|美しい}}, {{l|ja|うつくしい}} -beautiful
#{{l|ja|写す}}, {{l|ja|うつす}} -to copy or photograph
#{{l|ja|移る}}, {{l|ja|うつる}} -to move house or transfer
#{{l|ja|腕}}, {{l|ja|うで}} -arm
#{{l|ja|裏}}, {{l|ja|うら}} -reverse side
#{{l|ja|売り場}}, {{l|ja|うりば}} -place where things are sold
#{{l|ja|うん}} -(informal) yes
#{{l|ja|運転手}}, {{l|ja|うんてんしゅ}} -driver
#{{l|ja|枝}}, {{l|ja|えだ}} -branch, twig
#{{l|ja|選ぶ}}, {{l|ja|えらぶ}} -to choose
#{{l|ja|遠慮}}, {{l|ja|えんりょ}}する -to be reserved, to be restrained
#{{l|ja|おいでになる}} -(respectful) to be
#{{l|ja|お祝い}}, {{l|ja|おいわい}} -congratulation
#{{l|ja|おかげ}} -owing to, thanks to
#{{l|ja|おかしい}} -strange or funny
#{{l|ja|億}}, {{l|ja|おく}} -one hundred million
#{{l|ja|屋上}}, {{l|ja|おくじょう}} -rooftop
#{{l|ja|贈り物}}, {{l|ja|おくりもの}} -gift
#{{l|ja|送る}}, {{l|ja|おくる}} -to send
#{{l|ja|遅れる}}, {{l|ja|おくれる}} -to be late
#{{l|ja|起す}}, {{l|ja|おこす}} -to wake
#{{l|ja|行う}}, {{l|ja|おこなう}} -to do
#{{l|ja|怒る}}, {{l|ja|おこる}} -to get angry, to be angry
#{{l|ja|押し入れ}}, {{l|ja|おしいれ}} -closet
#{{l|ja|お嬢さん}}, {{l|ja|おじょうさん}} -young lady
#{{l|ja|お宅}}, {{l|ja|おたく}} -(polite) your house
#{{l|ja|落ちる}}, {{l|ja|おちる}} -to fall or drop
#{{l|ja|おっしゃる}} -(respectful) to say
#{{l|ja|夫}}, {{l|ja|おっと}} -husband
#{{l|ja|おつり}} -change from purchase, balance
#{{l|ja|音}}, {{l|ja|おと}} -sound, note
#{{l|ja|落す}}, {{l|ja|おとす}} -to drop
#{{l|ja|踊り}}, {{l|ja|おどり}} -a dance
#{{l|ja|踊る}}, {{l|ja|おどる}} -to dance
#{{l|ja|驚く}}, {{l|ja|おどろく}} -to be surprised
#{{l|ja|お祭り}}, {{l|ja|おまつり}} -festival
#{{l|ja|お見舞い}}, {{l|ja|おみまい}} -calling on someone who is ill, enquiry
#{{l|ja|お土産}}, {{l|ja|おみやげ}} -souvenir
#{{l|ja|思い出す}}, {{l|ja|おもいだす}} -to remember
#{{l|ja|思う}}, {{l|ja|おもう}} -to think, to feel
#{{l|ja|おもちゃ}} -toy
#{{l|ja|表}}, {{l|ja|おもて}} -the front
#{{l|ja|親}}, {{l|ja|おや}} -parents
#{{l|ja|泳ぎ方}}, {{l|ja|およぎかた}} -way of swimming
#{{l|ja|下りる}}, {{l|ja|おりる}} -to get off, to descend
#{{l|ja|折る}}, {{l|ja|おる}} -to break or to fold
#{{l|ja|お礼}}, {{l|ja|おれい}} -expression of gratitude
#{{l|ja|折れる}}, {{l|ja|おれる}} -to break or be folded
#{{l|ja|終わり}}, {{l|ja|おわり}} -the end
#{{l|ja|海岸}}, {{l|ja|かいがん}} -coast
#{{l|ja|会議}}, {{l|ja|かいぎ}} -meeting
#{{l|ja|会議室}}, {{l|ja|かいぎしつ}} -meeting room
#{{l|ja|会場}}, {{l|ja|かいじょう}} -assembly hall or meeting place
#{{l|ja|会話}}, {{l|ja|かいわ}} -conversation
#{{l|ja|帰り}}, {{l|ja|かえり}} -return
#{{l|ja|変える}}, {{l|ja|かえる}} -to change
#{{l|ja|科学}}, {{l|ja|かがく}} -science
#{{l|ja|鏡}}, {{l|ja|かがみ}} -mirror
#{{l|ja|掛ける}}, {{l|ja|かける}} -to hang something
#{{l|ja|飾る}}, {{l|ja|かざる}} -to decorate
#{{l|ja|火事}}, {{l|ja|かじ}} -fire
#{{l|ja|ガス}} -gas
#{{l|ja|堅い}}, {{l|ja|かたい}} -hard
#{{l|ja|固い}}, {{l|ja|かたい}} -hard
#{{l|ja|硬い}}, {{l|ja|かたい}} -hard
#{{l|ja|形}}, {{l|ja|かたち}} -shape
#{{l|ja|片付ける}}, {{l|ja|かたづける}} -to tidy up
#{{l|ja|課長}}, {{l|ja|かちょう}} -section manager
#{{l|ja|勝つ}}, {{l|ja|かつ}} -to win
#{{l|ja|家内}}, {{l|ja|かない}} -housewife
#{{l|ja|悲しい}}, {{l|ja|かなしい}} -sad
#{{l|ja|必ず}}, {{l|ja|かならず}} -certainly,necessarily
#{{l|ja|金持ち}}, {{l|ja|かねもち}}-rich man
#{{l|ja|彼女}}, {{l|ja|かのじょ}} -she,girlfriend
#{{l|ja|壁}}, {{l|ja|かべ}} -wall
#{{l|ja|髪}}, {{l|ja|かみ}} -hair
#{{l|ja|噛む}}, {{l|ja|かむ}} -to bite,to chew
#{{l|ja|通う}}, {{l|ja|かよう}} -to commute
#{{l|ja|彼}}, {{l|ja|かれ}} -he,boyfriend
#{{l|ja|乾く}}, {{l|ja|かわく}} -to get dry
#{{l|ja|代わり}}, {{l|ja|かわり}} -substitute,alternate
#{{l|ja|変わる}}, {{l|ja|かわる}} -to change
#{{l|ja|考える}}, {{l|ja|かんがえる}} -to consider
#{{l|ja|関係}}, {{l|ja|かんけい}} -relationship
#{{l|ja|看護師}}, {{l|ja|かんごし}} -nurse
#{{l|ja|簡単}}, {{l|ja|かんたん}} -simple
#{{l|ja|気}}, {{l|ja|き}} -spirit,mood
#{{l|ja|機会}}, {{l|ja|きかい}} -opportunity
#{{l|ja|危険}}, {{l|ja|きけん}} -danger
#{{l|ja|聞こえる}}, {{l|ja|きこえる}} -to be heard
#{{l|ja|汽車}}, {{l|ja|きしゃ}} -steam train
#{{l|ja|技術}}, {{l|ja|ぎじゅつ}} -art,technology,skill
#{{l|ja|季節}}, {{l|ja|きせつ}} -season
#{{l|ja|規則}}, {{l|ja|きそく}} -regulations
#{{l|ja|きっと}} -surely
#{{l|ja|絹}}, {{l|ja|きぬ}} -silk
#{{l|ja|厳しい}}, {{l|ja|きびしい}} -strict
#{{l|ja|気分}}, {{l|ja|きぶん}} -mood
#{{l|ja|決る}}, {{l|ja|きまる}} -to be decided
#{{l|ja|君}}, {{l|ja|きみ}} -(informal) You
#{{l|ja|決める}}, {{l|ja|きめる}} -to decide
#{{l|ja|気持ち}}, {{l|ja|きもち}} -feeling,mood
#{{l|ja|着物}}, {{l|ja|きもの}} -kimono
#{{l|ja|客}}, {{l|ja|きゃく}} -guest,customer
#{{l|ja|急}}, {{l|ja|きゅう}} -urgent, steep
#{{l|ja|急行}}, {{l|ja|きゅうこう}} -speedy, express
#{{l|ja|教育}}, {{l|ja|きょういく}} -education
#{{l|ja|教会}}, {{l|ja|きょうかい}} -church
#{{l|ja|競争}}, {{l|ja|きょうそう}} -competition
#{{l|ja|興味}}, {{l|ja|きょうみ}} -an interest
#{{l|ja|近所}}, {{l|ja|きんじょ}} -neighbourhood
#{{l|ja|具合}}, {{l|ja|ぐあい}} -condition,health
#{{l|ja|空気}}, {{l|ja|くうき}} -air,atmosphere
#{{l|ja|空港}}, {{l|ja|くうこう}} -airport
#{{l|ja|草}}, {{l|ja|くさ}} -grass
#{{l|ja|首}}, {{l|ja|くび}} -neck
#{{l|ja|雲}}, {{l|ja|くも}} -cloud
#{{l|ja|比べる}}, {{l|ja|くらべる}} -to compare
#{{l|ja|くれる}} -to give
#{{l|ja|暮れる}}, {{l|ja|くれる}} -to get dark,to come to an end
#{{l|ja|君}}, {{l|ja|くん}} -suffix for familiar young male
#{{l|ja|毛}}, {{l|ja|け}} -hair or fur
#{{l|ja|経済}}, {{l|ja|けいざい}} -finance,economy
#{{l|ja|警察}}, {{l|ja|けいさつ}} -police
#{{l|ja|景色}}, {{l|ja|けしき}} -scene,landscape
#{{l|ja|消しゴム}}, {{l|ja|けしゴム}} -eraser
#{{l|ja|下宿}}, {{l|ja|げしゅく}} -lodging
#{{l|ja|決して}}, {{l|ja|けっして}} -never
#{{l|ja|けれど}} -however
#{{l|ja|けれども}} -however
#{{l|ja|原因}}, {{l|ja|げんいん}} -cause,source
#{{l|ja|けんかする}} -to quarrel
#{{l|ja|研究}}, {{l|ja|けんきゅう}} -research
#{{l|ja|研究室}}, {{l|ja|けんきゅうしつ}} -study room,laboratory
#{{l|ja|見物}}, {{l|ja|けんぶつ}} -sightseeing
#{{l|ja|子}}, {{l|ja|こ}} -child
#{{l|ja|こう}} -this way
#{{l|ja|郊外}}, {{l|ja|こうがい}} -outskirts
#{{l|ja|講義}}, {{l|ja|こうぎ}} -lecture
#{{l|ja|工業}}, {{l|ja|こうぎょう}} -the manufacturing industry
#{{l|ja|高校}}, {{l|ja|こうこう}} -high school
#{{l|ja|高校生}}, {{l|ja|こうこうせい}} -high school student
#{{l|ja|工場}}, {{l|ja|こうじょう}} -factory,plant,mill,workshop
#{{l|ja|工場}}, {{l|ja|こうば}} -factory,plant,mill,workshop
#{{l|ja|校長}}, {{l|ja|こうちょう}} -headmaster
#{{l|ja|交通}}, {{l|ja|こうつう}} -traffic,transportation
#{{l|ja|講堂}}, {{l|ja|こうどう}} -auditorium
#{{l|ja|高等学校}}, {{l|ja|こうとうがっこう}} -high school
#{{l|ja|公務員}}, {{l|ja|こうむいん}} -civil servant, government worker
#{{l|ja|国際}}, {{l|ja|こくさい}} -international
#{{l|ja|心}}, {{l|ja|こころ}} -heart, mind, core
#{{l|ja|御主人}}, {{l|ja|ごしゅじん}} -(honorable) your husband
#{{l|ja|故障}}, {{l|ja|こしょう}}する -to break-down
#{{l|ja|ご存じ}}, {{l|ja|ごぞんじ}} -(respect form ) to know
#{{l|ja|答}}, {{l|ja|こたえ}} -response
#{{l|ja|ごちそう}} -a feast
#{{l|ja|小鳥}}, {{l|ja|ことり}} -small bird
#{{l|ja|このあいだ}} -the other day,recently
#{{l|ja|このごろ}} -these days,nowadays
#{{l|ja|細かい}}, {{l|ja|こまかい}} -small, fine
#{{l|ja|込む}}, {{l|ja|こむ}} -to include
#{{l|ja|米}}, {{l|ja|こめ}} -uncooked rice
#{{l|ja|ごらんになる}} -(respectful) to see
#{{l|ja|これから}} -after this
#{{l|ja|怖い}}, {{l|ja|こわい}} -frightening
#{{l|ja|壊す}}, {{l|ja|こわす}} -to break
#{{l|ja|壊れる}}, {{l|ja|こわれる}} -to be broken
#{{l|ja|今度}}, {{l|ja|こんど}} -now,next time
#{{l|ja|今夜}}, {{l|ja|こんや}} -tonight
#{{l|ja|最近}}, {{l|ja|さいきん}} -latest,nowadays
#{{l|ja|最後}}, {{l|ja|さいご}} -last,end
#{{l|ja|最初}}, {{l|ja|さいしょ}} -beginning,first
#{{l|ja|坂}}, {{l|ja|さか}} -slope,hill
#{{l|ja|探す}}, {{l|ja|さがす}} -to look for
#{{l|ja|下る}}, {{l|ja|さがる}} -to get down,to descend
#{{l|ja|盛ん}}, {{l|ja|さかん}} -popularity,prosperous
#{{l|ja|下げる}}, {{l|ja|さげる}} -to hang,to lower,to move back
#{{l|ja|差し上げる}}, {{l|ja|さしあげる}} -(polite) to give
#{{l|ja|さっき}} -some time ago
#{{l|ja|寂しい}}, {{l|ja|さびしい}} -lonely
#{{l|ja|さ来月}}, {{l|ja|さらいげつ}} -the month after next
#{{l|ja|さ来週}}, {{l|ja|さらいしゅう}} -the week after next
#{{l|ja|騒ぐ}}, {{l|ja|さわぐ}} -to make noise,to be excited
#{{l|ja|触る}}, {{l|ja|さわる}} -to touch
#{{l|ja|産業}}, {{l|ja|さんぎょう}} -industry
#{{l|ja|残念}}, {{l|ja|ざんねん}} -disappointment
#{{l|ja|市}}, {{l|ja|し}} -city
#{{l|ja|字}}, {{l|ja|じ}} -character
#{{l|ja|試合}}, {{l|ja|しあい}} -match,game
#{{l|ja|仕方}}, {{l|ja|しかた}} -method
#{{l|ja|試験}}, {{l|ja|しけん}} -examination
#{{l|ja|事故}}, {{l|ja|じこ}} -accident
#{{l|ja|地震}}, {{l|ja|じしん}} -earthquake
#{{l|ja|時代}}, {{l|ja|じだい}} -era
#{{l|ja|下着}}, {{l|ja|したぎ}} -underwear
#{{l|ja|しっかり}} -firmly,steadily
#{{l|ja|失敗}}, {{l|ja|しっぱい}} -failure,mistake
#{{l|ja|辞典}}, {{l|ja|じてん}} -dictionary
#{{l|ja|品物}}, {{l|ja|しなもの}} -goods
#{{l|ja|しばらく}} -little while
#{{l|ja|島}}, {{l|ja|しま}} -island
#{{l|ja|市民}}, {{l|ja|しみん}} -citizen
#{{l|ja|事務所}}, {{l|ja|じむしょ}} -office
#{{l|ja|社会}}, {{l|ja|しゃかい}} -society,public
#{{l|ja|社長}}, {{l|ja|しゃちょう}} -company president
#{{l|ja|自由}}, {{l|ja|じゆう}} -freedom
#{{l|ja|習慣}}, {{l|ja|しゅうかん}} -custom,manners
#{{l|ja|住所}}, {{l|ja|じゅうしょ}} -an address,a residence
#{{l|ja|柔道}}, {{l|ja|じゅうどう}} -judo
#{{l|ja|十分}}, {{l|ja|じゅうぶん}} -enough
#{{l|ja|趣味}}, {{l|ja|しゅみ}} -hobby
#{{l|ja|紹介}}, {{l|ja|しょうかい}} -introduction
#{{l|ja|小学校}}, {{l|ja|しょうがっこう}} -elementary school
#{{l|ja|小説}}, {{l|ja|しょうせつ}} -novel
#{{l|ja|将来}}, {{l|ja|しょうらい}} -future,prospects
#{{l|ja|食料品}}, {{l|ja|しょくりょうひん}} -groceries
#{{l|ja|女性}}, {{l|ja|じょせい}} -woman
#{{l|ja|知らせる}}, {{l|ja|しらせる}} -to notify
#{{l|ja|調べる}}, {{l|ja|しらべる}} -to investigate
#{{l|ja|人口}}, {{l|ja|じんこう}} -population
#{{l|ja|神社}}, {{l|ja|じんじゃ}} -Shinto shrine
#{{l|ja|親切}}, {{l|ja|しんせつ}} -kindness
#{{l|ja|新聞社}}, {{l|ja|しんぶんしゃ}} -newspaper company
#{{l|ja|水泳}}, {{l|ja|すいえい}} -swimming
#{{l|ja|水道}}, {{l|ja|すいどう}} -water supply
#{{l|ja|数学}}, {{l|ja|すうがく}} -mathematics,arithmetic
#{{l|ja|過ぎる}}, {{l|ja|すぎる}} -to exceed
#{{l|ja|凄い}}, {{l|ja|すごい}} -terrific
#{{l|ja|進む}}, {{l|ja|すすむ}} -to make progress
#{{l|ja|すっかり}} -completely
#{{l|ja|すっと}} -straight,all of a sudden
#{{l|ja|捨てる}}, {{l|ja|すてる}} -to throw away
#{{l|ja|砂}}, {{l|ja|すな}} -sand
#{{l|ja|滑る}}, {{l|ja|すべる}} -to slide,to slip
#{{l|ja|隅}}, {{l|ja|すみ}} -corner,nook
#{{l|ja|済む}}, {{l|ja|すむ}} -to finish
#{{l|ja|すり}} -pickpocket
#{{l|ja|すると}} -then
#{{l|ja|生活}}, {{l|ja|せいかつ}}する -to live
#{{l|ja|生産}}, {{l|ja|せいさん}}する -to produce
#{{l|ja|政治}}, {{l|ja|せいじ}} -politics,government
#{{l|ja|西洋}}, {{l|ja|せいよう}} -western countries
#{{l|ja|世界}}, {{l|ja|せかい}} -the world
#{{l|ja|席}}, {{l|ja|せき}} -seat
#{{l|ja|説明}}, {{l|ja|せつめい}} -explanation
#{{l|ja|背中}}, {{l|ja|せなか}} -back of the body
#{{l|ja|線}}, {{l|ja|せん}} -line
#{{l|ja|戦争}}, {{l|ja|せんそう}} -war
